timestamp,close,volume,BB,rsi,macd,obv,atr,mfi,cmf,vwap,vol_zscore,vol_level,vol_anomaly,vol_intensity,candle_type,candle_bias_7,candle_bias_7_signal,green_ratio_7,Spline_Derivative,Spline_SM,cusum_filter,cusum_filter_atr
2026-01-01 02:05:00,88025.18,7.7487,0.906048768197266,67.96060336709745,58.13722609580145,103.46945000000002,53.33362352102548,61.1214657878074,-0.017059308511380943,87859.64903453263,-1.0200380151839112,low,False,0.23839240390125985,1,1.0,1.0,0.5714285714285714,7.831238962673524,87985.45257161964,26.0,1
2026-01-01 02:10:00,87990.52,5.80521,0.7799521579693451,62.925874370170995,58.58070386566396,97.66424000000002,52.323364698095254,59.29158900234236,0.051693067136454426,87861.25447930019,-1.0713127636119808,low,False,0.23097839793218583,-1,1.0,1.0,0.5714285714285714,2.3900020711371326,87990.46861581654,27.0,1
2026-01-01 02:15:00,88001.11,42.65855,0.7908727913575091,63.80810529639204,59.10535791479924,140.32279000000003,55.55598150537429,59.59545473851992,-0.037413966928874914,87874.02544134205,1.761830223829775,high,False,0.6406330459622982,1,1.0,1.0,0.5714285714285714,-1.9137497710980824,87990.61173744501,28.0,1
2026-01-01 02:20:00,87966.71,12.58654,0.6626880913773543,58.90458865173793,56.098686780489516,127.73625000000003,55.62841139784806,48.07270011259265,-0.056194072902027034,87876.51094635467,-0.5931529640379807,normal,False,0.30011729606224813,-1,-1.0,-1.0,0.42857142857142855,-4.552534227041178,87987.19610540311,29.0,0
2026-01-01 02:25:00,87957.63,10.81146,0.6101201282041148,57.645349634294995,52.379400999692734,116.92479000000003,53.58638201228807,53.13066986684183,-0.07246272545638825,87877.97907762186,-0.7367504427464127,normal,False,0.27935400424850465,-1,-3.0,-1.0,0.2857142857142857,-6.025743439015059,87981.89519407226,30.0,1
2026-01-01 02:30:00,88000.04,24.56378,0.7589665037851879,61.75752941113658,52.25164831103757,141.48857000000004,57.24878329712468,62.312816872575105,-0.011366169929369233,87882.97822480762,0.3822725215214896,normal,False,0.44115768327097216,1,-1.0,-1.0,0.42857142857142855,-8.570942380742054,87974.78728861516,32.0,1
2026-01-01 02:35:00,88000.44,20.99297,0.7487631551032259,61.79520545229926,51.58800562549732,162.48154000000005,57.057441633044846,59.6926138982652,0.09156476405461218,87886.43387383052,0.13208948239387527,normal,False,0.40498279012536675,1,1.0,1.0,0.5714285714285714,-12.138755186570052,87964.41243802274,33.0,0
2026-01-01 02:40:00,87954.16,9.01809,0.501216930315234,55.03893001976618,46.78830830063089,153.46345000000005,56.88619580211332,59.3404475132259,0.029732941233985136,87887.58391353134,-0.7954337375338681,normal,False,0.27086876909519186,-1,-1.0,-1.0,0.42857142857142855,-13.665168188352254,87951.19024484337,34.0,0
2026-01-01 02:45:00,87922.67,18.62021,0.3442836679408108,50.95652262004751,39.98263879197475,134.84324000000004,56.10361038767719,58.94299702497269,-0.11894156381990804,87888.8947623876,0.07043501425335509,normal,False,0.39606794200173046,-1,-1.0,-1.0,0.42857142857142855,-11.200315529364161,87938.41252353296,35.0,1
2026-01-01 02:50:00,87900.0,16.61545,0.25097049334937815,48.185583250848,32.38648588585784,118.22779000000004,53.71549535998584,54.19426067665275,-0.2691891653411129,87889.36074041041,0.02858475503566532,normal,False,0.3900166578675427,-1,-3.0,-1.0,0.2857142857142857,-5.3828356283847825,87929.90715619863,36.0,1
2026-01-01 02:55:00,87914.0,19.23019,0.336867336921392,49.99404836443236,27.182816390908556,137.45798000000005,53.97724569141575,54.4657173313644,-0.2006393642740553,87890.24115931468,0.4183488380965662,normal,False,0.44637409163239083,1,-1.0,-1.0,0.42857142857142855,1.5047875281161396,87928.0035666947,37.0,0
2026-01-01 03:00:00,87912.98,9.59431,0.34071101138692733,49.85751243619627,22.714724149671383,127.86367000000004,52.03101385631434,49.607357048775825,-0.18689638966941324,87890.44175750902,-0.679437700003373,normal,False,0.287641066200588,-1,-1.0,-1.0,0.42857142857142855,7.267017795536958,87932.54160029185,38.0,1
2026-01-01 03:05:00,87924.73,19.6226,0.38287471950006047,51.50069762283737,19.892546762377606,147.48627000000005,50.80879858086319,50.11169104604228,-0.15443835256665198,87891.43061240684,0.4455054081620238,normal,False,0.4503007607772883,1,-1.0,-1.0,0.42857142857142855,10.225596824588138,87941.60305187298,39.0,1
2026-01-01 03:10:00,87984.25,16.8369,0.685170223138938,58.85594762887329,22.202777621190762,164.32317000000006,51.43245582508679,58.15269656697578,-0.11058805158103827,87893.11218138617,0.06834053808850199,normal,False,0.3957650939280809,1,-1.0,-1.0,0.42857142857142855,8.55879200711206,87951.4509993255,40.0,0
2026-01-01 03:15:00,88012.0,18.14799,0.8256673860450429,61.76721834708548,25.9734396601998,182.47116000000005,50.96513755186627,59.92870030315451,-0.02099358637164744,87895.63069556179,0.21906816280225305,normal,False,0.4175593599867389,1,1.0,1.0,0.5714285714285714,3.062900783290388,87957.44427375175,41.0,0
2026-01-01 03:20:00,87935.45,8.50183,0.32831601033121316,51.03865356496017,22.525115734519204,173.96933000000004,53.056913441018686,56.93366089199248,-0.05792996668611114,87896.37797263415,-1.0007661079787318,low,False,0.2411790004119201,-1,1.0,1.0,0.5714285714285714,-1.894340500672115,87957.75635087205,42.0,1
2026-01-01 03:25:00,87930.65,14.00523,0.2860960642246241,50.44695668159901,19.183834986644797,159.96410000000003,52.247848195232386,44.90638515231099,-0.044514239930120984,87896.88323929407,-0.29249264896312094,normal,False,0.3435908856744091,-1,1.0,1.0,0.5714285714285714,-4.700463075925654,87954.37263231998,43.0,0
2026-01-01 03:30:00,87934.24,10.72567,0.33005068858835623,50.90538540649789,16.63378499915416,170.68977000000004,50.79300189557326,50.22734915945004,-0.05765964137793153,87897.26481040537,-0.6740533307313753,normal,False,0.2884196121154117,1,1.0,1.0,0.5714285714285714,-7.656916101994284,87948.30531456992,44.0,1
